Actor,File Name,Emotion,Confidence Score,neu_probability,hap_probability,ang_probability,sad_probability
Actor_02,03-01-03-02-01-02-02.wav,ang,0.794,0.0668,0.1331,0.794,0.006
Actor_02,03-01-03-02-02-01-02.wav,ang,0.9808,0.0095,0.0095,0.9808,0.0002
Actor_02,03-01-03-02-02-02-02.wav,ang,0.9522,0.0379,0.0095,0.9522,0.0004
Actor_02,03-01-04-01-01-01-02.wav,neu,0.6927,0.6927,0.0434,0.2585,0.0054
Actor_02,03-01-04-01-01-02-02.wav,neu,0.572,0.572,0.04,0.3819,0.0061
Actor_02,03-01-04-01-02-01-02.wav,neu,0.5773,0.5773,0.052,0.37,0.0006
Actor_02,03-01-04-01-02-02-02.wav,ang,0.6017,0.3777,0.0197,0.6017,0.0009
Actor_02,03-01-04-02-01-01-02.wav,hap,0.5561,0.3777,0.5561,0.0237,0.0425
Actor_02,03-01-04-02-01-02-02.wav,ang,0.5364,0.2032,0.2404,0.5364,0.02
Actor_02,03-01-04-02-02-01-02.wav,ang,0.5564,0.3839,0.053,0.5564,0.0068
Actor_02,03-01-04-02-02-02-02.wav,neu,0.5395,0.5395,0.1243,0.334,0.0022
Actor_02,03-01-05-01-01-01-02.wav,ang,0.694,0.3025,0.0035,0.694,0.0
Actor_02,03-01-05-01-01-02-02.wav,ang,0.9229,0.0749,0.0022,0.9229,0.0
Actor_02,03-01-05-01-02-01-02.wav,ang,0.9585,0.0392,0.0023,0.9585,0.0
Actor_02,03-01-05-01-02-02-02.wav,ang,0.9781,0.0207,0.0011,0.9781,0.0
Actor_02,03-01-05-02-01-01-02.wav,ang,0.9931,0.0068,0.0001,0.9931,0.0
Actor_02,03-01-05-02-01-02-02.wav,ang,0.9904,0.0095,0.0001,0.9904,0.0
Actor_02,03-01-05-02-02-01-02.wav,ang,0.9937,0.0063,0.0,0.9937,0.0
Actor_02,03-01-05-02-02-02-02.wav,ang,0.9602,0.0394,0.0003,0.9602,0.0
Actor_02,03-01-06-01-01-01-02.wav,ang,0.9431,0.0305,0.0211,0.9431,0.0053
Actor_02,03-01-06-01-01-02-02.wav,ang,0.9158,0.0256,0.0519,0.9158,0.0068
Actor_02,03-01-06-01-02-01-02.wav,ang,0.94,0.0179,0.0409,0.94,0.0012
Actor_02,03-01-06-01-02-02-02.wav,ang,0.6353,0.0452,0.2943,0.6353,0.0252
Actor_02,03-01-06-02-01-01-02.wav,ang,0.8504,0.0211,0.1224,0.8504,0.0062
Actor_02,03-01-06-02-01-02-02.wav,ang,0.624,0.059,0.3124,0.624,0.0046
Actor_02,03-01-06-02-02-01-02.wav,ang,0.9816,0.0064,0.0118,0.9816,0.0002
Actor_02,03-01-06-02-02-02-02.wav,ang,0.7744,0.0369,0.1668,0.7744,0.0219
Actor_02,03-01-07-01-01-01-02.wav,ang,0.5425,0.3212,0.1362,0.5425,0.0001
Actor_02,03-01-07-01-01-02-02.wav,neu,0.6683,0.6683,0.0721,0.2595,0.0001
Actor_02,03-01-07-01-02-01-02.wav,ang,0.8908,0.101,0.0081,0.8908,0.0
Actor_02,03-01-07-01-02-02-02.wav,ang,0.6653,0.3082,0.0265,0.6653,0.0001
Actor_02,03-01-07-02-01-01-02.wav,ang,0.6523,0.2667,0.0809,0.6523,0.0001
Actor_02,03-01-07-02-01-02-02.wav,ang,0.6797,0.3039,0.0164,0.6797,0.0
Actor_02,03-01-07-02-02-01-02.wav,ang,0.9667,0.0317,0.0016,0.9667,0.0
Actor_02,03-01-07-02-02-02-02.wav,ang,0.998,0.0006,0.0013,0.998,0.0
Actor_02,03-01-08-01-01-01-02.wav,ang,0.6853,0.2755,0.0392,0.6853,0.0
Actor_02,03-01-08-01-01-02-02.wav,neu,0.7516,0.7516,0.0464,0.202,0.0
Actor_02,03-01-08-01-02-01-02.wav,ang,0.6205,0.3662,0.0133,0.6205,0.0
Actor_02,03-01-08-01-02-02-02.wav,neu,0.7018,0.7018,0.1121,0.1861,0.0
Actor_02,03-01-08-02-01-01-02.wav,ang,0.9002,0.0494,0.0504,0.9002,0.0
Actor_02,03-01-08-02-01-02-02.wav,ang,0.723,0.2218,0.0552,0.723,0.0
Actor_02,03-01-08-02-02-01-02.wav,ang,0.733,0.2538,0.0132,0.733,0.0
Actor_02,03-01-08-02-02-02-02.wav,ang,0.9472,0.0459,0.0069,0.9472,0.0
Actor_04,03-01-01-01-01-01-04.wav,neu,0.89,0.89,0.0451,0.0649,0.0
Actor_04,03-01-01-01-01-02-04.wav,neu,0.677,0.677,0.0236,0.2993,0.0001
Actor_04,03-01-01-01-02-01-04.wav,neu,0.9156,0.9156,0.0047,0.0796,0.0
Actor_04,03-01-01-01-02-02-04.wav,neu,0.9173,0.9173,0.0078,0.0749,0.0
Actor_04,03-01-02-01-01-01-04.wav,neu,0.5191,0.5191,0.2255,0.2524,0.003
Actor_04,03-01-02-01-01-02-04.wav,ang,0.6157,0.1608,0.2218,0.6157,0.0017
Actor_04,03-01-02-01-02-01-04.wav,neu,0.6114,0.6114,0.0778,0.3105,0.0003
Actor_04,03-01-02-01-02-02-04.wav,ang,0.9479,0.0188,0.0251,0.9479,0.0082
Actor_04,03-01-02-02-01-01-04.wav,ang,0.3949,0.2346,0.3648,0.3949,0.0058
Actor_04,03-01-02-02-01-02-04.wav,ang,0.611,0.0718,0.2059,0.611,0.1113
Actor_04,03-01-02-02-02-01-04.wav,ang,0.4651,0.2131,0.2796,0.4651,0.0422
Actor_04,03-01-02-02-02-02-04.wav,ang,0.9028,0.0475,0.0494,0.9028,0.0003
Actor_04,03-01-03-01-01-01-04.wav,neu,0.8314,0.8314,0.0376,0.131,0.0
Actor_04,03-01-03-01-01-02-04.wav,neu,0.4102,0.4102,0.3653,0.2244,0.0
Actor_04,03-01-03-01-02-01-04.wav,ang,0.5212,0.4702,0.0086,0.5212,0.0
Actor_04,03-01-03-01-02-02-04.wav,neu,0.6752,0.6752,0.0153,0.3095,0.0
Actor_04,03-01-03-02-01-01-04.wav,neu,0.481,0.481,0.255,0.2634,0.0005
Actor_04,03-01-03-02-01-02-04.wav,ang,0.9727,0.0261,0.0012,0.9727,0.0
Actor_04,03-01-03-02-02-01-04.wav,ang,0.9891,0.0092,0.0016,0.9891,0.0001
Actor_04,03-01-03-02-02-02-04.wav,ang,0.9779,0.0011,0.02,0.9779,0.0009
Actor_04,03-01-04-01-01-01-04.wav,neu,0.6029,0.6029,0.2958,0.0936,0.0076
Actor_04,03-01-04-01-01-02-04.wav,neu,0.6322,0.6322,0.0688,0.2965,0.0026
Actor_04,03-01-04-01-02-01-04.wav,ang,0.7014,0.2905,0.0077,0.7014,0.0005
Actor_04,03-01-04-01-02-02-04.wav,ang,0.6293,0.3124,0.0495,0.6293,0.0088
Actor_04,03-01-04-02-01-01-04.wav,ang,0.9202,0.0207,0.0333,0.9202,0.0257
Actor_04,03-01-04-02-01-02-04.wav,ang,0.9494,0.0077,0.0392,0.9494,0.0037
Actor_04,03-01-04-02-02-01-04.wav,ang,0.9866,0.0099,0.0034,0.9866,0.0001
Actor_04,03-01-04-02-02-02-04.wav,ang,0.8135,0.1707,0.0119,0.8135,0.0038
Actor_04,03-01-05-01-01-01-04.wav,ang,0.963,0.0335,0.0035,0.963,0.0
Actor_04,03-01-05-01-01-02-04.wav,ang,0.9764,0.019,0.0046,0.9764,0.0
Actor_04,03-01-05-01-02-01-04.wav,ang,0.9862,0.0094,0.0043,0.9862,0.0001
Actor_04,03-01-05-01-02-02-04.wav,ang,0.9316,0.0656,0.0028,0.9316,0.0
Actor_04,03-01-05-02-01-01-04.wav,ang,0.9987,0.0009,0.0004,0.9987,0.0
Actor_04,03-01-05-02-01-02-04.wav,ang,0.9985,0.0014,0.0,0.9985,0.0
Actor_04,03-01-05-02-02-01-04.wav,ang,0.9994,0.0002,0.0003,0.9994,0.0
Actor_04,03-01-05-02-02-02-04.wav,ang,0.9982,0.0014,0.0004,0.9982,0.0
Actor_04,03-01-06-01-01-01-04.wav,ang,0.8173,0.1717,0.0109,0.8173,0.0001
Actor_04,03-01-06-01-01-02-04.wav,ang,0.7493,0.2262,0.0245,0.7493,0.0
Actor_04,03-01-06-01-02-01-04.wav,ang,0.6935,0.301,0.0054,0.6935,0.0
Actor_04,03-01-06-01-02-02-04.wav,ang,0.9004,0.0978,0.0018,0.9004,0.0001
Actor_04,03-01-06-02-01-01-04.wav,ang,0.6133,0.2045,0.1808,0.6133,0.0014
Actor_04,03-01-06-02-01-02-04.wav,ang,0.9961,0.0032,0.0007,0.9961,0.0
Actor_04,03-01-06-02-02-01-04.wav,ang,0.995,0.0048,0.0002,0.995,0.0
Actor_04,03-01-06-02-02-02-04.wav,ang,0.9809,0.0175,0.0014,0.9809,0.0002
Actor_04,03-01-07-01-01-01-04.wav,ang,0.8582,0.0532,0.0882,0.8582,0.0004
Actor_04,03-01-07-01-01-02-04.wav,ang,0.9737,0.0041,0.0217,0.9737,0.0005
Actor_04,03-01-07-01-02-01-04.wav,ang,0.9953,0.0034,0.0014,0.9953,0.0
Actor_04,03-01-07-01-02-02-04.wav,ang,0.9145,0.0158,0.0679,0.9145,0.0017
Actor_04,03-01-07-02-01-01-04.wav,ang,0.9541,0.0387,0.0073,0.9541,0.0
Actor_04,03-01-07-02-01-02-04.wav,ang,0.9765,0.0044,0.019,0.9765,0.0001
Actor_04,03-01-07-02-02-01-04.wav,ang,0.9722,0.0171,0.0105,0.9722,0.0002
Actor_04,03-01-07-02-02-02-04.wav,ang,0.9984,0.0008,0.0008,0.9984,0.0
Actor_04,03-01-08-01-01-01-04.wav,ang,0.6931,0.0865,0.2202,0.6931,0.0003
Actor_04,03-01-08-01-01-02-04.wav,ang,0.8587,0.1138,0.0271,0.8587,0.0004
Actor_04,03-01-08-01-02-01-04.wav,ang,0.9866,0.0111,0.0022,0.9866,0.0001
Actor_04,03-01-08-01-02-02-04.wav,ang,0.8869,0.106,0.0069,0.8869,0.0001
Actor_04,03-01-08-02-01-01-04.wav,ang,0.9885,0.0095,0.0019,0.9885,0.0
Actor_04,03-01-08-02-01-02-04.wav,ang,0.9355,0.024,0.0404,0.9355,0.0001
Actor_04,03-01-08-02-02-01-04.wav,ang,0.982,0.009,0.009,0.982,0.0
Actor_04,03-01-08-02-02-02-04.wav,ang,0.9729,0.0224,0.0045,0.9729,0.0003
Actor_07,03-01-01-01-01-01-07.wav,ang,0.5364,0.072,0.3541,0.5364,0.0376
Actor_07,03-01-01-01-01-02-07.wav,ang,0.4085,0.2111,0.2404,0.4085,0.14
Actor_07,03-01-01-01-02-01-07.wav,ang,0.7135,0.0451,0.2307,0.7135,0.0107
Actor_07,03-01-01-01-02-02-07.wav,ang,0.7073,0.1054,0.0408,0.7073,0.1466
Actor_07,03-01-02-01-01-01-07.wav,neu,0.4106,0.4106,0.3144,0.2466,0.0284
Actor_07,03-01-02-01-01-02-07.wav,neu,0.5329,0.5329,0.2487,0.202,0.0164
Actor_07,03-01-02-01-02-01-07.wav,ang,0.4344,0.3634,0.1588,0.4344,0.0434
Actor_07,03-01-02-01-02-02-07.wav,ang,0.6966,0.2508,0.0446,0.6966,0.008
Actor_07,03-01-02-02-01-01-07.wav,sad,0.537,0.0056,0.4466,0.0108,0.537
Actor_07,03-01-02-02-01-02-07.wav,sad,0.5028,0.0101,0.1538,0.3332,0.5028
Actor_07,03-01-02-02-02-01-07.wav,ang,0.5107,0.0162,0.3783,0.5107,0.0948
Actor_07,03-01-02-02-02-02-07.wav,hap,0.4793,0.041,0.4793,0.0179,0.4617
Actor_07,03-01-03-01-01-01-07.wav,hap,0.4664,0.0619,0.4664,0.4429,0.0287
Actor_07,03-01-03-01-01-02-07.wav,hap,0.7068,0.0433,0.7068,0.2357,0.0142
Actor_07,03-01-03-01-02-01-07.wav,ang,0.8141,0.0464,0.1337,0.8141,0.0058
Actor_07,03-01-03-01-02-02-07.wav,ang,0.8141,0.0464,0.1337,0.8141,0.0058
Actor_07,03-01-03-02-01-01-07.wav,ang,0.9409,0.0166,0.0239,0.9409,0.0185
Actor_07,03-01-03-02-01-02-07.wav,ang,0.7325,0.006,0.1576,0.7325,0.104
Actor_07,03-01-03-02-02-01-07.wav,ang,0.9273,0.0026,0.0663,0.9273,0.0039
Actor_07,03-01-03-02-02-02-07.wav,ang,0.8813,0.0013,0.109,0.8813,0.0084
Actor_07,03-01-04-01-01-01-07.wav,sad,0.3703,0.2897,0.2187,0.1212,0.3703
Actor_07,03-01-04-01-01-02-07.wav,hap,0.4161,0.2169,0.4161,0.1382,0.2288
Actor_07,03-01-04-01-02-01-07.wav,neu,0.6371,0.6371,0.2095,0.1301,0.0233
Actor_07,03-01-04-01-02-02-07.wav,neu,0.8167,0.8167,0.0605,0.1148,0.0079
Actor_07,03-01-04-02-01-01-07.wav,sad,0.8863,0.0217,0.0914,0.0006,0.8863
Actor_07,03-01-04-02-01-02-07.wav,sad,0.5017,0.0707,0.4036,0.024,0.5017
Actor_07,03-01-04-02-02-01-07.wav,hap,0.8986,0.0314,0.8986,0.0091,0.0609
Actor_07,03-01-04-02-02-02-07.wav,neu,0.3738,0.3738,0.187,0.372,0.0672
Actor_07,03-01-05-01-01-01-07.wav,ang,0.9094,0.0745,0.0157,0.9094,0.0004
Actor_07,03-01-05-01-01-02-07.wav,ang,0.9818,0.017,0.0012,0.9818,0.0
Actor_07,03-01-05-01-02-01-07.wav,neu,0.615,0.615,0.0442,0.3403,0.0005
Actor_07,03-01-05-01-02-02-07.wav,ang,0.868,0.1183,0.0138,0.868,0.0
Actor_07,03-01-05-02-01-01-07.wav,ang,0.999,0.0001,0.0006,0.999,0.0003
Actor_07,03-01-05-02-01-02-07.wav,ang,0.9989,0.0003,0.0006,0.9989,0.0001
Actor_07,03-01-05-02-02-01-07.wav,ang,0.9989,0.0004,0.0006,0.9989,0.0
Actor_07,03-01-05-02-02-02-07.wav,ang,0.9988,0.0011,0.0001,0.9988,0.0
Actor_07,03-01-06-01-01-01-07.wav,sad,0.5589,0.0159,0.1614,0.2638,0.5589
Actor_07,03-01-06-01-01-02-07.wav,hap,0.3971,0.1008,0.3971,0.301,0.2012
Actor_07,03-01-06-01-02-01-07.wav,ang,0.6206,0.1595,0.1009,0.6206,0.119
Actor_07,03-01-06-01-02-02-07.wav,ang,0.6729,0.1802,0.1284,0.6729,0.0185
Actor_07,03-01-06-02-01-01-07.wav,ang,0.9521,0.0005,0.0239,0.9521,0.0235
Actor_07,03-01-06-02-01-02-07.wav,hap,0.5225,0.0197,0.5225,0.4163,0.0415
Actor_07,03-01-06-02-02-01-07.wav,ang,0.9928,0.0013,0.0047,0.9928,0.0012
Actor_07,03-01-06-02-02-02-07.wav,ang,0.9979,0.0005,0.0013,0.9979,0.0002
Actor_07,03-01-07-01-01-01-07.wav,neu,0.7902,0.7902,0.188,0.021,0.0008
Actor_07,03-01-07-01-01-02-07.wav,ang,0.4671,0.1396,0.3892,0.4671,0.0041
Actor_07,03-01-07-01-02-01-07.wav,neu,0.6425,0.6425,0.2791,0.042,0.0363
Actor_07,03-01-07-01-02-02-07.wav,neu,0.8663,0.8663,0.0653,0.0679,0.0005
Actor_07,03-01-07-02-01-01-07.wav,hap,0.4076,0.1862,0.4076,0.4047,0.0016
Actor_07,03-01-07-02-01-02-07.wav,hap,0.9781,0.0128,0.9781,0.0085,0.0006
Actor_07,03-01-07-02-02-01-07.wav,ang,0.7955,0.114,0.0888,0.7955,0.0018
Actor_07,03-01-07-02-02-02-07.wav,ang,0.5248,0.1552,0.3183,0.5248,0.0017
Actor_07,03-01-08-01-01-01-07.wav,neu,0.9008,0.9008,0.0522,0.0462,0.0008
Actor_07,03-01-08-01-01-02-07.wav,ang,0.3563,0.3214,0.3214,0.3563,0.0008
Actor_07,03-01-08-01-02-01-07.wav,ang,0.5292,0.3218,0.148,0.5292,0.0009
Actor_07,03-01-08-01-02-02-07.wav,neu,0.5639,0.5639,0.2183,0.2166,0.0012
Actor_07,03-01-08-02-01-01-07.wav,ang,0.951,0.0183,0.0286,0.951,0.002
Actor_07,03-01-08-02-01-02-07.wav,hap,0.5737,0.0828,0.5737,0.342,0.0015
Actor_07,03-01-08-02-02-01-07.wav,ang,0.9818,0.0005,0.0177,0.9818,0.0001
Actor_07,03-01-08-02-02-02-07.wav,neu,0.6733,0.6733,0.0866,0.24,0.0001
