Actor,File Name,True Emotion,Predicted Emotion,Confidence Score
Actor_01,03-01-03-02-02-01-01.wav,happy,fear,0.15915702283382416
Actor_01,03-01-03-02-01-02-01.wav,happy,fear,0.15966500341892242
Actor_01,03-01-05-01-02-02-01.wav,angry,neutral,0.1552857607603073
Actor_01,03-01-06-02-01-01-01.wav,fear,angry,0.15096032619476318
Actor_01,03-01-02-01-01-02-01.wav,calm,happy,0.14883211255073547
Actor_01,03-01-05-02-01-01-01.wav,angry,disgust,0.1559455692768097
Actor_01,03-01-07-02-02-02-01.wav,disgust,happy,0.15836107730865479
Actor_01,03-01-08-02-01-01-01.wav,surprise,happy,0.15257628262043
Actor_01,03-01-04-01-01-01-01.wav,sad,happy,0.15933038294315338
Actor_01,03-01-08-01-01-01-01.wav,surprise,happy,0.15393783152103424
Actor_01,03-01-07-01-02-01-01.wav,disgust,happy,0.15820692479610443
Actor_01,03-01-02-02-02-01-01.wav,calm,happy,0.15066657960414886
Actor_01,03-01-06-02-02-02-01.wav,fear,fear,0.15453292429447174
Actor_01,03-01-01-01-01-02-01.wav,neutral,happy,0.14856262505054474
Actor_01,03-01-07-02-01-01-01.wav,disgust,happy,0.1567584127187729
Actor_01,03-01-04-01-02-02-01.wav,sad,happy,0.15821301937103271
Actor_01,03-01-05-01-01-01-01.wav,angry,neutral,0.15582060813903809
Actor_01,03-01-08-02-02-01-01.wav,surprise,fear,0.15366359055042267
Actor_01,03-01-07-01-01-01-01.wav,disgust,happy,0.1587952971458435
Actor_01,03-01-03-02-01-01-01.wav,happy,fear,0.1593914031982422
Actor_01,03-01-04-01-01-02-01.wav,sad,happy,0.15960587561130524
Actor_01,03-01-04-02-02-01-01.wav,sad,happy,0.1508745551109314
Actor_01,03-01-03-01-02-02-01.wav,happy,fear,0.1553671956062317
Actor_01,03-01-07-02-01-02-01.wav,disgust,happy,0.15752018988132477
Actor_01,03-01-04-02-01-02-01.wav,sad,happy,0.15803459286689758
Actor_01,03-01-02-01-02-01-01.wav,calm,happy,0.14820395410060883
Actor_01,03-01-03-02-02-02-01.wav,happy,fear,0.1580095738172531
Actor_01,03-01-07-01-02-02-01.wav,disgust,happy,0.1582884043455124
Actor_01,03-01-02-01-01-01-01.wav,calm,happy,0.15007171034812927
Actor_01,03-01-05-02-02-02-01.wav,angry,neutral,0.15683917701244354
Actor_01,03-01-08-02-01-02-01.wav,surprise,happy,0.15246164798736572
Actor_01,03-01-02-02-01-01-01.wav,calm,happy,0.14930370450019836
Actor_01,03-01-06-01-01-02-01.wav,fear,fear,0.15098325908184052
Actor_01,03-01-05-01-01-02-01.wav,angry,neutral,0.15575987100601196
Actor_02,03-01-01-01-02-01-02.wav,neutral,disgust,0.14788788557052612
Actor_02,03-01-02-02-02-01-02.wav,calm,disgust,0.14830856025218964
Actor_02,03-01-07-01-01-02-02.wav,disgust,happy,0.158688023686409
Actor_02,03-01-03-02-02-01-02.wav,happy,fear,0.15780101716518402
Actor_02,03-01-02-01-02-02-02.wav,calm,disgust,0.14790038764476776
Actor_02,03-01-08-02-01-02-02.wav,surprise,happy,0.15437306463718414
Actor_02,03-01-04-02-01-01-02.wav,sad,happy,0.15863460302352905
Actor_02,03-01-08-01-02-02-02.wav,surprise,happy,0.1542920470237732
Actor_02,03-01-02-01-02-01-02.wav,calm,disgust,0.1476660519838333
Actor_02,03-01-04-01-02-02-02.wav,sad,happy,0.15802127122879028
Actor_02,03-01-02-02-02-02-02.wav,calm,disgust,0.14836850762367249
Actor_02,03-01-08-01-01-01-02.wav,surprise,happy,0.15429013967514038
Actor_02,03-01-08-02-02-02-02.wav,surprise,happy,0.15434634685516357
Actor_02,03-01-05-02-02-02-02.wav,angry,disgust,0.15620312094688416
Actor_02,03-01-05-01-02-02-02.wav,angry,disgust,0.15579946339130402
Actor_02,03-01-03-01-01-02-02.wav,happy,fear,0.15650701522827148
Actor_02,03-01-06-02-02-02-02.wav,fear,angry,0.1507718861103058
Actor_02,03-01-03-01-02-02-02.wav,happy,fear,0.1566605120897293
Actor_02,03-01-05-02-01-02-02.wav,angry,disgust,0.15583960711956024
Actor_02,03-01-06-02-01-02-02.wav,fear,angry,0.15112406015396118
Actor_02,03-01-07-02-02-02-02.wav,disgust,happy,0.15586626529693604
Actor_02,03-01-03-02-01-01-02.wav,happy,fear,0.158675879240036
Actor_02,03-01-08-02-02-01-02.wav,surprise,happy,0.15463845431804657
Actor_02,03-01-05-02-01-01-02.wav,angry,disgust,0.1559676229953766
Actor_02,03-01-06-01-02-01-02.wav,fear,angry,0.15082871913909912
Actor_02,03-01-06-01-01-02-02.wav,fear,angry,0.150846466422081
Actor_02,03-01-04-01-01-02-02.wav,sad,happy,0.15895844995975494
Actor_02,03-01-08-01-01-02-02.wav,surprise,happy,0.15467791259288788
Actor_02,03-01-05-01-01-01-02.wav,angry,neutral,0.15577927231788635
Actor_02,03-01-05-01-02-01-02.wav,angry,neutral,0.1553012728691101
Actor_02,03-01-03-01-01-01-02.wav,happy,fear,0.15641307830810547
Actor_02,03-01-02-01-01-01-02.wav,calm,disgust,0.1474084109067917
Actor_02,03-01-04-02-02-01-02.wav,sad,happy,0.1585364192724228
Actor_02,03-01-04-02-02-02-02.wav,sad,happy,0.1587458699941635
Actor_02,03-01-07-01-02-01-02.wav,disgust,happy,0.1581415981054306
Actor_02,03-01-07-02-01-01-02.wav,disgust,happy,0.15550802648067474
Actor_02,03-01-01-01-02-02-02.wav,neutral,disgust,0.14776556193828583
Actor_02,03-01-06-02-02-01-02.wav,fear,angry,0.15128393471240997
Actor_02,03-01-06-02-01-01-02.wav,fear,angry,0.15112443268299103
Actor_02,03-01-05-02-02-01-02.wav,angry,disgust,0.15609000623226166
Actor_02,03-01-03-02-01-02-02.wav,happy,fear,0.15881890058517456
Actor_02,03-01-08-01-02-01-02.wav,surprise,happy,0.15485967695713043
Actor_02,03-01-08-02-01-01-02.wav,surprise,happy,0.15439438819885254
Actor_02,03-01-06-01-02-02-02.wav,fear,angry,0.15099750459194183
Actor_02,03-01-04-02-01-02-02.wav,sad,happy,0.15862807631492615
Actor_02,03-01-07-02-02-01-02.wav,disgust,angry,0.15283240377902985
Actor_02,03-01-04-01-01-01-02.wav,sad,happy,0.1545836627483368
Actor_02,03-01-07-02-01-02-02.wav,disgust,happy,0.15692371129989624
Actor_02,03-01-07-01-01-01-02.wav,disgust,happy,0.15797346830368042
Actor_02,03-01-03-02-02-02-02.wav,happy,fear,0.15777239203453064
Actor_02,03-01-07-01-02-02-02.wav,disgust,happy,0.15743504464626312
Actor_02,03-01-06-01-01-01-02.wav,fear,angry,0.1508691906929016
Actor_02,03-01-02-01-01-02-02.wav,calm,disgust,0.14770065248012543
Actor_02,03-01-01-01-01-01-02.wav,neutral,disgust,0.14821769297122955
Actor_02,03-01-02-02-01-01-02.wav,calm,disgust,0.1484762728214264
Actor_02,03-01-01-01-01-02-02.wav,neutral,disgust,0.14795973896980286
Actor_02,03-01-04-01-02-01-02.wav,sad,happy,0.15834622085094452
Actor_02,03-01-05-01-01-02-02.wav,angry,neutral,0.15568289160728455
Actor_02,03-01-02-02-01-02-02.wav,calm,disgust,0.14818400144577026
Actor_02,03-01-03-01-02-01-02.wav,happy,fear,0.15597638487815857
Actor_04,03-01-02-01-01-02-04.wav,calm,happy,0.14804643392562866
Actor_04,03-01-01-01-01-01-04.wav,neutral,happy,0.14829915761947632
Actor_04,03-01-04-01-01-02-04.wav,sad,happy,0.15790852904319763
Actor_04,03-01-08-02-02-02-04.wav,surprise,happy,0.15255285799503326
Actor_04,03-01-02-01-02-01-04.wav,calm,happy,0.15114189684391022
Actor_04,03-01-07-01-02-02-04.wav,disgust,happy,0.15723887085914612
Actor_04,03-01-03-02-02-01-04.wav,happy,fear,0.15790387988090515
Actor_04,03-01-06-02-01-02-04.wav,fear,angry,0.15053662657737732
Actor_04,03-01-04-01-02-01-04.wav,sad,happy,0.156330868601799
Actor_04,03-01-05-01-01-01-04.wav,angry,neutral,0.15377353131771088
Actor_04,03-01-08-02-01-01-04.wav,surprise,happy,0.15374700725078583
Actor_04,03-01-08-01-01-01-04.wav,surprise,happy,0.15395842492580414
Actor_04,03-01-07-02-01-01-04.wav,disgust,happy,0.15724410116672516
Actor_04,03-01-03-01-02-02-04.wav,happy,fear,0.15784099698066711
Actor_04,03-01-07-01-02-01-04.wav,disgust,happy,0.1568920761346817
Actor_04,03-01-03-01-01-02-04.wav,happy,fear,0.1542339026927948
Actor_04,03-01-05-01-02-01-04.wav,angry,neutral,0.15606938302516937
Actor_04,03-01-02-01-01-01-04.wav,calm,happy,0.1485176980495453
Actor_04,03-01-05-01-01-02-04.wav,angry,disgust,0.15578381717205048
Actor_04,03-01-04-01-01-01-04.wav,sad,happy,0.15928182005882263
Actor_04,03-01-07-01-01-02-04.wav,disgust,happy,0.15711690485477448
Actor_04,03-01-02-02-02-02-04.wav,calm,happy,0.14932096004486084
Actor_04,03-01-08-02-01-02-04.wav,surprise,happy,0.15346167981624603
Actor_04,03-01-01-01-01-02-04.wav,neutral,happy,0.1474967896938324
Actor_04,03-01-08-01-02-01-04.wav,surprise,happy,0.1528925597667694
Actor_04,03-01-03-01-02-01-04.wav,happy,fear,0.15653608739376068
Actor_04,03-01-05-02-01-01-04.wav,angry,disgust,0.1560688614845276
Actor_04,03-01-08-02-02-01-04.wav,surprise,happy,0.1531641185283661
Actor_04,03-01-08-01-02-02-04.wav,surprise,happy,0.1534355878829956
Actor_04,03-01-07-02-02-02-04.wav,disgust,happy,0.15588246285915375
Actor_04,03-01-07-02-01-02-04.wav,disgust,happy,0.15659081935882568
Actor_04,03-01-05-01-02-02-04.wav,angry,neutral,0.15578830242156982
Actor_04,03-01-07-02-02-01-04.wav,disgust,happy,0.1555255949497223
Actor_04,03-01-04-02-02-02-04.wav,sad,happy,0.15626168251037598
Actor_04,03-01-05-02-02-02-04.wav,angry,disgust,0.15604637563228607
Actor_04,03-01-05-02-02-01-04.wav,angry,disgust,0.1563541740179062
Actor_04,03-01-04-02-01-01-04.wav,sad,happy,0.15763720870018005
Actor_04,03-01-05-02-01-02-04.wav,angry,neutral,0.15575899183750153
Actor_04,03-01-07-01-01-01-04.wav,disgust,happy,0.15724582970142365
Actor_04,03-01-06-01-02-01-04.wav,fear,angry,0.15011072158813477
Actor_04,03-01-04-01-02-02-04.wav,sad,happy,0.1575537770986557
Actor_04,03-01-03-02-01-01-04.wav,happy,fear,0.16008108854293823
Actor_04,03-01-06-02-02-01-04.wav,fear,angry,0.15048985183238983
Actor_04,03-01-02-02-01-01-04.wav,calm,happy,0.15019214153289795
Actor_04,03-01-04-02-02-01-04.wav,sad,happy,0.15613961219787598
Actor_04,03-01-06-01-01-01-04.wav,fear,angry,0.15002934634685516
Actor_04,03-01-06-01-02-02-04.wav,fear,angry,0.15007533133029938
Actor_04,03-01-03-02-01-02-04.wav,happy,fear,0.15878227353096008
Actor_04,03-01-02-01-02-02-04.wav,calm,happy,0.14979709684848785
Actor_04,03-01-04-02-01-02-04.wav,sad,happy,0.15822258591651917
Actor_04,03-01-03-01-01-01-04.wav,happy,fear,0.1570052057504654
Actor_04,03-01-02-02-02-01-04.wav,calm,happy,0.14937181770801544
Actor_04,03-01-08-01-01-02-04.wav,surprise,happy,0.15364064276218414
Actor_04,03-01-01-01-02-02-04.wav,neutral,happy,0.15089969336986542
Actor_04,03-01-01-01-02-01-04.wav,neutral,happy,0.1498812735080719
Actor_04,03-01-06-02-02-02-04.wav,fear,fear,0.14803539216518402
Actor_04,03-01-03-02-02-02-04.wav,happy,fear,0.1591954231262207
Actor_04,03-01-02-02-01-02-04.wav,calm,happy,0.14880244433879852
Actor_04,03-01-06-01-01-02-04.wav,fear,angry,0.15001817047595978
Actor_04,03-01-06-02-01-01-04.wav,fear,angry,0.15112566947937012
