Actor,File Name,True Emotion,Predicted Emotion,Confidence Score
Actor_01,03-01-07-02-02-02-01.wav,disgust,happy,0.1571045070886612
Actor_01,03-01-08-02-01-01-01.wav,surprise,fear,0.15439610183238983
Actor_01,03-01-04-01-01-01-01.wav,sad,disgust,0.15603315830230713
Actor_01,03-01-08-01-01-01-01.wav,surprise,fear,0.15486283600330353
Actor_01,03-01-07-01-02-01-01.wav,disgust,happy,0.1572403460741043
Actor_01,03-01-02-02-02-01-01.wav,calm,angry,0.1587989628314972
Actor_01,03-01-06-02-02-02-01.wav,fear,disgust,0.15094277262687683
Actor_01,03-01-01-01-01-02-01.wav,neutral,angry,0.15930937230587006
Actor_01,03-01-07-02-01-01-01.wav,disgust,happy,0.15804067254066467
Actor_01,03-01-04-01-02-02-01.wav,sad,disgust,0.1534903198480606
Actor_01,03-01-05-01-01-01-01.wav,angry,happy,0.15874366462230682
Actor_01,03-01-08-02-02-01-01.wav,surprise,disgust,0.1506367325782776
Actor_01,03-01-07-01-01-01-01.wav,disgust,happy,0.15669378638267517
Actor_01,03-01-03-02-01-01-01.wav,happy,neutral,0.15720738470554352
Actor_01,03-01-04-01-01-02-01.wav,sad,disgust,0.15582166612148285
Actor_01,03-01-04-02-02-01-01.wav,sad,happy,0.1487046182155609
Actor_01,03-01-03-01-02-02-01.wav,happy,neutral,0.15366952121257782
Actor_01,03-01-07-02-01-02-01.wav,disgust,happy,0.15845133364200592
Actor_01,03-01-04-02-01-02-01.wav,sad,disgust,0.1552821844816208
Actor_01,03-01-02-01-02-01-01.wav,calm,angry,0.16086354851722717
Actor_01,03-01-03-02-02-02-01.wav,happy,neutral,0.15736936032772064
Actor_01,03-01-07-01-02-02-01.wav,disgust,happy,0.15686920285224915
Actor_01,03-01-02-01-01-01-01.wav,calm,angry,0.15978945791721344
Actor_01,03-01-05-02-02-02-01.wav,angry,happy,0.15995973348617554
Actor_01,03-01-08-02-01-02-01.wav,surprise,fear,0.1549026370048523
Actor_01,03-01-02-02-01-01-01.wav,calm,angry,0.16028064489364624
Actor_01,03-01-06-01-01-02-01.wav,fear,disgust,0.1519392728805542
Actor_01,03-01-05-01-01-02-01.wav,angry,happy,0.16054338216781616
Actor_02,03-01-01-01-02-01-02.wav,neutral,angry,0.16104668378829956
Actor_02,03-01-02-02-02-01-02.wav,calm,angry,0.16129170358181
Actor_02,03-01-07-01-01-02-02.wav,disgust,happy,0.1597568690776825
Actor_02,03-01-03-02-02-01-02.wav,happy,neutral,0.1586546152830124
Actor_02,03-01-02-01-02-02-02.wav,calm,angry,0.1611412763595581
Actor_02,03-01-08-02-01-02-02.wav,surprise,fear,0.15599313378334045
Actor_02,03-01-04-02-01-01-02.wav,sad,disgust,0.15457439422607422
Actor_02,03-01-08-01-02-02-02.wav,surprise,fear,0.1559920459985733
Actor_02,03-01-02-01-02-01-02.wav,calm,angry,0.16106338798999786
Actor_02,03-01-04-01-02-02-02.wav,sad,disgust,0.1534346044063568
Actor_02,03-01-02-02-02-02-02.wav,calm,angry,0.16080522537231445
Actor_02,03-01-08-01-01-01-02.wav,surprise,fear,0.15638668835163116
Actor_02,03-01-08-02-02-02-02.wav,surprise,fear,0.15546965599060059
Actor_02,03-01-05-02-02-02-02.wav,angry,fear,0.15836934745311737
Actor_02,03-01-05-01-02-02-02.wav,angry,fear,0.158961683511734
Actor_02,03-01-03-01-01-02-02.wav,happy,neutral,0.16025806963443756
Actor_02,03-01-06-02-02-02-02.wav,fear,surprise,0.1511191576719284
Actor_02,03-01-03-01-02-02-02.wav,happy,neutral,0.1602894812822342
Actor_02,03-01-05-02-01-02-02.wav,angry,fear,0.15828931331634521
Actor_02,03-01-06-02-01-02-02.wav,fear,disgust,0.15073783695697784
Actor_02,03-01-07-02-02-02-02.wav,disgust,happy,0.1588832587003708
Actor_02,03-01-03-02-01-01-02.wav,happy,neutral,0.15735912322998047
Actor_02,03-01-08-02-02-01-02.wav,surprise,fear,0.1551843136548996
Actor_02,03-01-05-02-01-01-02.wav,angry,fear,0.15834090113639832
Actor_02,03-01-06-01-02-01-02.wav,fear,disgust,0.15081094205379486
Actor_02,03-01-06-01-01-02-02.wav,fear,disgust,0.15123246610164642
Actor_02,03-01-04-01-01-02-02.wav,sad,disgust,0.15527525544166565
Actor_02,03-01-08-01-01-02-02.wav,surprise,fear,0.15623122453689575
Actor_02,03-01-05-01-01-01-02.wav,angry,fear,0.15806066989898682
Actor_02,03-01-05-01-02-01-02.wav,angry,fear,0.15920095145702362
Actor_02,03-01-03-01-01-01-02.wav,happy,neutral,0.16049648821353912
Actor_02,03-01-02-01-01-01-02.wav,calm,angry,0.16174189746379852
Actor_02,03-01-04-02-02-01-02.wav,sad,disgust,0.15431469678878784
Actor_02,03-01-04-02-02-02-02.wav,sad,disgust,0.1546914279460907
Actor_02,03-01-07-01-02-01-02.wav,disgust,happy,0.15731291472911835
Actor_02,03-01-07-02-01-01-02.wav,disgust,happy,0.1581418812274933
Actor_02,03-01-01-01-02-02-02.wav,neutral,angry,0.16145682334899902
Actor_02,03-01-06-02-02-01-02.wav,fear,disgust,0.15090742707252502
Actor_02,03-01-06-02-01-01-02.wav,fear,disgust,0.15089741349220276
Actor_02,03-01-05-02-02-01-02.wav,angry,fear,0.1583862006664276
Actor_02,03-01-03-02-01-02-02.wav,happy,neutral,0.15774334967136383
Actor_02,03-01-08-01-02-01-02.wav,surprise,fear,0.15623939037322998
Actor_02,03-01-08-02-01-01-02.wav,surprise,fear,0.15568788349628448
Actor_02,03-01-06-01-02-02-02.wav,fear,surprise,0.1507815420627594
Actor_02,03-01-04-02-01-02-02.wav,sad,disgust,0.15483880043029785
Actor_02,03-01-07-02-02-01-02.wav,disgust,happy,0.16072896122932434
Actor_02,03-01-04-01-01-01-02.wav,sad,angry,0.1538114845752716
Actor_02,03-01-07-02-01-02-02.wav,disgust,happy,0.15626104176044464
Actor_02,03-01-07-01-01-01-02.wav,disgust,happy,0.15799297392368317
Actor_02,03-01-03-02-02-02-02.wav,happy,neutral,0.15820848941802979
Actor_02,03-01-07-01-02-02-02.wav,disgust,happy,0.1583702564239502
Actor_02,03-01-06-01-01-01-02.wav,fear,surprise,0.150948628783226
Actor_02,03-01-02-01-01-02-02.wav,calm,angry,0.16158278286457062
Actor_02,03-01-01-01-01-01-02.wav,neutral,angry,0.1615534871816635
Actor_02,03-01-02-02-01-01-02.wav,calm,angry,0.16139933466911316
Actor_02,03-01-01-01-01-02-02.wav,neutral,angry,0.1619075983762741
Actor_02,03-01-04-01-02-01-02.wav,sad,disgust,0.15361972153186798
Actor_02,03-01-05-01-01-02-02.wav,angry,fear,0.15862829983234406
Actor_02,03-01-02-02-01-02-02.wav,calm,angry,0.16119623184204102
Actor_02,03-01-03-01-02-01-02.wav,happy,neutral,0.16115236282348633
Actor_04,03-01-02-01-01-02-04.wav,calm,angry,0.16033625602722168
Actor_04,03-01-01-01-01-01-04.wav,neutral,angry,0.16165079176425934
Actor_04,03-01-04-01-01-02-04.wav,sad,disgust,0.15529024600982666
Actor_04,03-01-08-02-02-02-04.wav,surprise,fear,0.15440791845321655
Actor_04,03-01-02-01-02-01-04.wav,calm,angry,0.15911529958248138
Actor_04,03-01-07-01-02-02-04.wav,disgust,happy,0.15654157102108002
Actor_04,03-01-03-02-02-01-04.wav,happy,neutral,0.156571626663208
Actor_04,03-01-06-02-01-02-04.wav,fear,surprise,0.15090325474739075
Actor_04,03-01-04-01-02-01-04.wav,sad,disgust,0.1549873948097229
Actor_04,03-01-05-01-01-01-04.wav,angry,happy,0.16036520898342133
Actor_04,03-01-08-02-01-01-04.wav,surprise,fear,0.1549181491136551
Actor_04,03-01-08-01-01-01-04.wav,surprise,fear,0.1551356017589569
Actor_04,03-01-07-02-01-01-04.wav,disgust,happy,0.1562553495168686
Actor_04,03-01-03-01-02-02-04.wav,happy,neutral,0.15939252078533173
Actor_04,03-01-07-01-02-01-04.wav,disgust,happy,0.15661285817623138
Actor_04,03-01-03-01-01-02-04.wav,happy,angry,0.1505921483039856
Actor_04,03-01-05-01-02-01-04.wav,angry,fear,0.1575925350189209
Actor_04,03-01-02-01-01-01-04.wav,calm,angry,0.1605323851108551
Actor_04,03-01-05-01-01-02-04.wav,angry,fear,0.15875717997550964
Actor_04,03-01-04-01-01-01-04.wav,sad,disgust,0.15451453626155853
Actor_04,03-01-07-01-01-02-04.wav,disgust,happy,0.1568792164325714
Actor_04,03-01-02-02-02-02-04.wav,calm,angry,0.1601160317659378
Actor_04,03-01-08-02-01-02-04.wav,surprise,fear,0.1542813628911972
Actor_04,03-01-01-01-01-02-04.wav,neutral,angry,0.16176405549049377
Actor_04,03-01-08-01-02-01-04.wav,surprise,fear,0.156110942363739
Actor_04,03-01-03-01-02-01-04.wav,happy,neutral,0.15997377038002014
Actor_04,03-01-05-02-01-01-04.wav,angry,fear,0.15860378742218018
Actor_04,03-01-08-02-02-01-04.wav,surprise,fear,0.1539962887763977
Actor_04,03-01-08-01-02-02-04.wav,surprise,fear,0.15483537316322327
Actor_04,03-01-07-02-02-02-04.wav,disgust,happy,0.1558922976255417
Actor_04,03-01-07-02-01-02-04.wav,disgust,happy,0.15633976459503174
Actor_04,03-01-05-01-02-02-04.wav,angry,fear,0.15887603163719177
Actor_04,03-01-07-02-02-01-04.wav,disgust,happy,0.15766555070877075
Actor_04,03-01-04-02-02-02-04.wav,sad,disgust,0.15463577210903168
Actor_04,03-01-05-02-02-02-04.wav,angry,fear,0.15782256424427032
Actor_04,03-01-05-02-02-01-04.wav,angry,happy,0.15778319537639618
Actor_04,03-01-04-02-01-01-04.wav,sad,disgust,0.15464504063129425
Actor_04,03-01-05-02-01-02-04.wav,angry,fear,0.15801949799060822
Actor_04,03-01-07-01-01-01-04.wav,disgust,happy,0.15706881880760193
Actor_04,03-01-06-01-02-01-04.wav,fear,surprise,0.15103468298912048
Actor_04,03-01-04-01-02-02-04.wav,sad,disgust,0.15480123460292816
Actor_04,03-01-03-02-01-01-04.wav,happy,neutral,0.1566305160522461
Actor_04,03-01-06-02-02-01-04.wav,fear,disgust,0.15252478420734406
Actor_04,03-01-02-02-01-01-04.wav,calm,angry,0.15992280840873718
Actor_04,03-01-04-02-02-01-04.wav,sad,disgust,0.15462028980255127
Actor_04,03-01-06-01-01-01-04.wav,fear,surprise,0.15098367631435394
Actor_04,03-01-06-01-02-02-04.wav,fear,disgust,0.15085214376449585
Actor_04,03-01-03-02-01-02-04.wav,happy,neutral,0.15698064863681793
Actor_04,03-01-02-01-02-02-04.wav,calm,angry,0.16055743396282196
Actor_04,03-01-04-02-01-02-04.wav,sad,disgust,0.1555423140525818
Actor_04,03-01-03-01-01-01-04.wav,happy,neutral,0.1605168879032135
Actor_04,03-01-02-02-02-01-04.wav,calm,angry,0.16011936962604523
Actor_04,03-01-08-01-01-02-04.wav,surprise,fear,0.15509578585624695
Actor_04,03-01-01-01-02-02-04.wav,neutral,angry,0.15961287915706635
Actor_04,03-01-01-01-02-01-04.wav,neutral,angry,0.16060872375965118
Actor_04,03-01-06-02-02-02-04.wav,fear,disgust,0.1538877636194229
Actor_04,03-01-03-02-02-02-04.wav,happy,neutral,0.1555398851633072
Actor_04,03-01-02-02-01-02-04.wav,calm,angry,0.1608801633119583
Actor_04,03-01-06-01-01-02-04.wav,fear,surprise,0.1510457694530487
Actor_04,03-01-06-02-01-01-04.wav,fear,surprise,0.1510828286409378
