Actor,File Name,Emotion,Confidence Score
Actor_04,03-01-04-01-02-01-04.wav,surprise,0.1621
Actor_04,03-01-05-01-01-01-04.wav,neutral,0.1498
Actor_04,03-01-08-02-01-01-04.wav,happy,0.1618
Actor_04,03-01-08-01-01-01-04.wav,happy,0.1609
Actor_04,03-01-07-02-01-01-04.wav,fear,0.1617
Actor_04,03-01-03-01-02-02-04.wav,neutral,0.1562
Actor_04,03-01-07-01-02-01-04.wav,fear,0.1612
Actor_04,03-01-03-01-01-02-04.wav,happy,0.1545
Actor_04,03-01-05-01-02-01-04.wav,neutral,0.1531
Actor_04,03-01-02-01-01-01-04.wav,disgust,0.1676
Actor_04,03-01-05-01-01-02-04.wav,neutral,0.1532
Actor_04,03-01-04-01-01-01-04.wav,surprise,0.1644
Actor_04,03-01-07-01-01-02-04.wav,fear,0.1614
Actor_04,03-01-02-02-02-02-04.wav,disgust,0.1637
Actor_04,03-01-08-02-01-02-04.wav,happy,0.1614
Actor_04,03-01-01-01-01-02-04.wav,disgust,0.1658
Actor_04,03-01-08-01-02-01-04.wav,happy,0.1582
Actor_04,03-01-03-01-02-01-04.wav,neutral,0.1569
Actor_04,03-01-05-02-01-01-04.wav,neutral,0.1527
Actor_04,03-01-08-02-02-01-04.wav,happy,0.1624
Actor_04,03-01-08-01-02-02-04.wav,happy,0.1623
Actor_04,03-01-07-02-02-02-04.wav,fear,0.1611
Actor_04,03-01-07-02-01-02-04.wav,fear,0.1617
Actor_04,03-01-05-01-02-02-04.wav,neutral,0.1537
Actor_04,03-01-07-02-02-01-04.wav,fear,0.1626
Actor_04,03-01-04-02-02-02-04.wav,surprise,0.1637
Actor_04,03-01-05-02-02-02-04.wav,neutral,0.1522
Actor_04,03-01-05-02-02-01-04.wav,neutral,0.1531
Actor_04,03-01-04-02-01-01-04.wav,surprise,0.1643
Actor_04,03-01-05-02-01-02-04.wav,neutral,0.1527
Actor_04,03-01-07-01-01-01-04.wav,fear,0.1614
Actor_04,03-01-06-01-02-01-04.wav,sad,0.1480
Actor_04,03-01-04-01-02-02-04.wav,surprise,0.1638
Actor_04,03-01-03-02-01-01-04.wav,neutral,0.1558
Actor_04,03-01-06-02-02-01-04.wav,happy,0.1479
Actor_04,03-01-02-02-01-01-04.wav,disgust,0.1685
Actor_04,03-01-04-02-02-01-04.wav,surprise,0.1629
Actor_04,03-01-06-01-01-01-04.wav,sad,0.1475
Actor_04,03-01-06-01-02-02-04.wav,sad,0.1482
Actor_04,03-01-03-02-01-02-04.wav,neutral,0.1573
Actor_04,03-01-02-01-02-02-04.wav,disgust,0.1673
Actor_04,03-01-04-02-01-02-04.wav,surprise,0.1640
Actor_04,03-01-03-01-01-01-04.wav,neutral,0.1562
Actor_04,03-01-02-02-02-01-04.wav,disgust,0.1674
Actor_04,03-01-08-01-01-02-04.wav,happy,0.1612
Actor_04,03-01-01-01-02-02-04.wav,disgust,0.1650
Actor_04,03-01-01-01-02-01-04.wav,disgust,0.1663
Actor_04,03-01-06-02-02-02-04.wav,sad,0.1488
Actor_04,03-01-03-02-02-02-04.wav,neutral,0.1575
Actor_04,03-01-02-02-01-02-04.wav,disgust,0.1677
Actor_04,03-01-06-01-01-02-04.wav,sad,0.1475
Actor_04,03-01-06-02-01-01-04.wav,angry,0.1478
