Actor,File Name,True Emotion,Predicted Emotion,Confidence Score
Actor_02,03-01-02-02-02-02-02.wav,calm,disgust,0.14389656484127045
Actor_02,03-01-08-01-01-01-02.wav,surprise,happy,0.13645273447036743
Actor_02,03-01-08-02-02-02-02.wav,surprise,happy,0.1370837539434433
Actor_02,03-01-05-02-02-02-02.wav,angry,happy,0.13590112328529358
Actor_02,03-01-05-01-02-02-02.wav,angry,happy,0.13487961888313293
Actor_02,03-01-03-01-01-02-02.wav,happy,fearful,0.13488788902759552
Actor_02,03-01-06-02-02-02-02.wav,fear,fearful,0.13611304759979248
Actor_02,03-01-03-01-02-02-02.wav,happy,fearful,0.1343013048171997
Actor_02,03-01-05-02-01-02-02.wav,angry,happy,0.13526488840579987
Actor_02,03-01-06-02-01-02-02.wav,fear,fearful,0.1391279399394989
Actor_02,03-01-07-02-02-02-02.wav,disgust,sad,0.14925242960453033
Actor_02,03-01-03-02-01-01-02.wav,happy,sad,0.1355740875005722
Actor_02,03-01-08-02-02-01-02.wav,surprise,happy,0.1366073042154312
Actor_02,03-01-05-02-01-01-02.wav,angry,happy,0.13506823778152466
Actor_02,03-01-06-01-02-01-02.wav,fear,fearful,0.13986733555793762
Actor_02,03-01-06-01-01-02-02.wav,fear,fearful,0.1401159167289734
Actor_02,03-01-04-01-01-02-02.wav,sad,surprised,0.13959842920303345
Actor_02,03-01-08-01-01-02-02.wav,surprise,happy,0.13669905066490173
Actor_02,03-01-05-01-01-01-02.wav,angry,happy,0.13379202783107758
Actor_02,03-01-05-01-02-01-02.wav,angry,happy,0.13376300036907196
Actor_02,03-01-03-01-01-01-02.wav,happy,fearful,0.13531580567359924
Actor_02,03-01-02-01-01-01-02.wav,calm,disgust,0.14486989378929138
Actor_02,03-01-04-02-02-01-02.wav,sad,surprised,0.13770921528339386
Actor_02,03-01-04-02-02-02-02.wav,sad,surprised,0.13797321915626526
Actor_02,03-01-07-01-02-01-02.wav,disgust,sad,0.14608456194400787
Actor_02,03-01-07-02-01-01-02.wav,disgust,sad,0.14699798822402954
Actor_02,03-01-01-01-02-02-02.wav,neutral,calm,0.1374797224998474
Actor_02,03-01-06-02-02-01-02.wav,fear,fearful,0.1391633152961731
Actor_02,03-01-06-02-01-01-02.wav,fear,fearful,0.13844673335552216
Actor_02,03-01-05-02-02-01-02.wav,angry,happy,0.13554146885871887
Actor_02,03-01-03-02-01-02-02.wav,happy,sad,0.13412056863307953
Actor_02,03-01-08-01-02-01-02.wav,surprise,happy,0.13643115758895874
Actor_02,03-01-08-02-01-01-02.wav,surprise,happy,0.1365237981081009
Actor_02,03-01-06-01-02-02-02.wav,fear,fearful,0.13883166015148163
Actor_02,03-01-04-02-01-02-02.wav,sad,surprised,0.13713900744915009
Actor_02,03-01-07-02-02-01-02.wav,disgust,sad,0.14909712970256805
Actor_02,03-01-04-01-01-01-02.wav,sad,surprised,0.14121267199516296
Actor_02,03-01-07-02-01-02-02.wav,disgust,sad,0.14740079641342163
Actor_02,03-01-07-01-01-01-02.wav,disgust,sad,0.1476920247077942
Actor_02,03-01-03-02-02-02-02.wav,happy,fearful,0.13447991013526917
Actor_02,03-01-07-01-02-02-02.wav,disgust,sad,0.14635053277015686
Actor_02,03-01-06-01-01-01-02.wav,fear,fearful,0.13935990631580353
Actor_02,03-01-02-01-01-02-02.wav,calm,disgust,0.14422911405563354
Actor_02,03-01-01-01-01-01-02.wav,neutral,calm,0.13731564581394196
Actor_02,03-01-02-02-01-01-02.wav,calm,disgust,0.14463414251804352
Actor_02,03-01-01-01-01-02-02.wav,neutral,calm,0.13759848475456238
Actor_02,03-01-04-01-02-01-02.wav,sad,disgust,0.14434626698493958
Actor_02,03-01-05-01-01-02-02.wav,angry,happy,0.13384245336055756
Actor_02,03-01-02-02-01-02-02.wav,calm,disgust,0.1443413943052292
Actor_02,03-01-03-01-02-01-02.wav,happy,fearful,0.13431625068187714
Actor_04,03-01-02-01-01-02-04.wav,calm,disgust,0.1436406522989273
Actor_04,03-01-01-01-01-01-04.wav,neutral,calm,0.13679733872413635
Actor_04,03-01-04-01-01-02-04.wav,sad,surprised,0.13801585137844086
Actor_04,03-01-08-02-02-02-04.wav,surprise,neutral,0.13733704388141632
Actor_04,03-01-02-01-02-01-04.wav,calm,surprised,0.14317932724952698
Actor_04,03-01-07-01-02-02-04.wav,disgust,sad,0.14958283305168152
Actor_04,03-01-03-02-02-01-04.wav,happy,sad,0.13912609219551086
Actor_04,03-01-06-02-01-02-04.wav,fear,fearful,0.13967600464820862
Actor_04,03-01-04-01-02-01-04.wav,sad,surprised,0.1375124603509903
Actor_04,03-01-05-01-01-01-04.wav,angry,happy,0.13461589813232422
Actor_04,03-01-08-02-01-01-04.wav,surprise,happy,0.1372273713350296
Actor_04,03-01-08-01-01-01-04.wav,surprise,neutral,0.13626237213611603
Actor_04,03-01-07-02-01-01-04.wav,disgust,sad,0.14758487045764923
Actor_04,03-01-03-01-02-02-04.wav,happy,neutral,0.1380828469991684
Actor_04,03-01-07-01-02-01-04.wav,disgust,sad,0.14758703112602234
Actor_04,03-01-03-01-01-02-04.wav,happy,neutral,0.13875342905521393
Actor_04,03-01-05-01-02-01-04.wav,angry,neutral,0.13503731787204742
Actor_04,03-01-02-01-01-01-04.wav,calm,surprised,0.14455483853816986
Actor_04,03-01-05-01-01-02-04.wav,angry,happy,0.1346816122531891
Actor_04,03-01-04-01-01-01-04.wav,sad,surprised,0.13857993483543396
Actor_04,03-01-07-01-01-02-04.wav,disgust,sad,0.14805223047733307
Actor_04,03-01-02-02-02-02-04.wav,calm,disgust,0.14363740384578705
Actor_04,03-01-08-02-01-02-04.wav,surprise,neutral,0.13983112573623657
Actor_04,03-01-01-01-01-02-04.wav,neutral,calm,0.13688965141773224
Actor_04,03-01-08-01-02-01-04.wav,surprise,neutral,0.13733382523059845
Actor_04,03-01-03-01-02-01-04.wav,happy,fearful,0.13727967441082
Actor_04,03-01-05-02-01-01-04.wav,angry,happy,0.13483528792858124
Actor_04,03-01-08-02-02-01-04.wav,surprise,neutral,0.13764148950576782
Actor_04,03-01-08-01-02-02-04.wav,surprise,neutral,0.136012002825737
Actor_04,03-01-07-02-02-02-04.wav,disgust,sad,0.1476203352212906
Actor_04,03-01-07-02-01-02-04.wav,disgust,sad,0.14767110347747803
Actor_04,03-01-05-01-02-02-04.wav,angry,happy,0.13424459099769592
Actor_04,03-01-07-02-02-01-04.wav,disgust,sad,0.14864081144332886
Actor_04,03-01-04-02-02-02-04.wav,sad,fearful,0.139036625623703
Actor_04,03-01-05-02-02-02-04.wav,angry,happy,0.1350075751543045
Actor_04,03-01-05-02-02-01-04.wav,angry,sad,0.13590899109840393
Actor_04,03-01-04-02-01-01-04.wav,sad,surprised,0.13850188255310059
Actor_04,03-01-05-02-01-02-04.wav,angry,happy,0.13423119485378265
Actor_04,03-01-07-01-01-01-04.wav,disgust,sad,0.14787182211875916
Actor_04,03-01-06-01-02-01-04.wav,fear,fearful,0.13966935873031616
Actor_04,03-01-04-01-02-02-04.wav,sad,surprised,0.13832956552505493
Actor_04,03-01-03-02-01-01-04.wav,happy,sad,0.13655869662761688
Actor_04,03-01-06-02-02-01-04.wav,fear,happy,0.13700765371322632
Actor_04,03-01-02-02-01-01-04.wav,calm,disgust,0.14405058324337006
Actor_04,03-01-04-02-02-01-04.wav,sad,surprised,0.13669876754283905
Actor_04,03-01-06-01-01-01-04.wav,fear,fearful,0.13916777074337006
Actor_04,03-01-06-01-02-02-04.wav,fear,fearful,0.13897623121738434
Actor_04,03-01-03-02-01-02-04.wav,happy,sad,0.1353369802236557
Actor_04,03-01-02-01-02-02-04.wav,calm,disgust,0.14248985052108765
Actor_04,03-01-04-02-01-02-04.wav,sad,surprised,0.13797061145305634
Actor_04,03-01-03-01-01-01-04.wav,happy,sad,0.1343432068824768
Actor_04,03-01-02-02-02-01-04.wav,calm,disgust,0.1431220918893814
Actor_04,03-01-08-01-01-02-04.wav,surprise,neutral,0.1392683982849121
Actor_04,03-01-01-01-02-02-04.wav,neutral,calm,0.13852734863758087
Actor_04,03-01-01-01-02-01-04.wav,neutral,calm,0.13712702691555023
Actor_04,03-01-06-02-02-02-04.wav,fear,fearful,0.13913032412528992
Actor_04,03-01-03-02-02-02-04.wav,happy,sad,0.1374884843826294
Actor_04,03-01-02-02-01-02-04.wav,calm,disgust,0.14434108138084412
Actor_04,03-01-06-01-01-02-04.wav,fear,fearful,0.13934879004955292
Actor_04,03-01-06-02-01-01-04.wav,fear,fearful,0.13905584812164307
